央视频道,#genre#
怡伴健康,http://ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8
军事评论,http://ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
军旅剧场,http://ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
农业致富,http://ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
动作电影,http://ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
古装剧场,http://ott.mobaibox.com/PLTV/3/224/3221227542/index.m3u8
家庭剧场,http://ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
惊悚悬疑,http://ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
武搏世界,http://ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
炫舞未来,http://ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
爱情喜剧,http://ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
精品体育,http://ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品大剧,http://ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
精品纪录,http://ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
金牌综艺,http://ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
明星大片,http://ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8

超清频道,#genre#
CCTV8K 超高清,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8

CCTV4K 超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
CCTV4K 超高清,http://ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K 超高清,https://p.ggiptv.com/v/4k.m3u8
CCTV4K 超高清,http://ye23.win/iptv/4k.cctv.php
CCTV4K 超高清,http://118.31.113.130:82/gudou.php?id=CCTVHHD4K_38000 
CCTV4K 超高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IAS 
CCTV4K 超高清,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8

CCTV16 奥运4K,http://ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV16 奥运4K,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16 奥运4K,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
纯享4K,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
纯享4K,http://ott.mobaibox.com/TVOD/3/224/3221228242/index.m3u8
欢笑剧场4K,http://ott.mobaibox.com/PLTV/3/224/3221227715/index.m3u8
4K修复,http://ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
